vertrag_id,policennummer_anzeige,produkt_id,sparte,tarifgeneration_id,markt,waehrung,versicherungsnehmer_id,vermittler_id,kanal,sachbearbeiter_id,antrag_id,beginn,ablauf,laufzeit_jahre,hauptfaelligkeit,zahlungsweise,zahlungsart,jahrespraemie_netto,jahrespraemie_brutto,einmalpraemie,versicherungssumme,status,status_seit,storno_datum,storno_grund_code,kuendigungsfrist_monate,naechste_kuendigungsmoeglichkeit,risikoklasse_uw,mahnstufe_aktuell,herkunft,quellsystem,migriert_am,erstellt_am,bemerkung
VTR-00003153,,LV-VORS,LV,PK-95,DE,EUR,PTR-00000631,VRM-00021,makler,MIT-00019,ANT-00003153,1999-08-01,2025-08-01,26.0,1999-08-01,JAEHRLICH,EBILL,917.94,917.94,,30000.0,RUECKKAUF,2013-08-14,2013-08-14,K14,,,NORMAL,0,pfefferminz,VERA,2025-11-15,1999-07-17,
VTR-00003154,,LV-VORS,LV,PL-2017,CH,CHF,PTR-00000662,VRM-00040,makler,MIT-00044,ANT-00003154,2018-02-01,2044-02-01,26.0,2018-02-01,VIERTELJAEHRLICH,RECHNUNG,8003.65,8220.35,,177000.0,AKTIV,2018-02-01,,,,,ZUSCHLAG_1,0,pfefferminz,VERA,2025-11-15,2018-01-09,
VTR-00003155,,LV-VORS,LV,PK-95,DE,EUR,PTR-00000088,VRM-00008,bank,MIT-00008,ANT-00003155,1999-10-01,2016-10-01,17.0,1999-10-01,HALBJAEHRLICH,KREDITKARTE,1278.11,1303.67,,27000.0,ABGELAUFEN,2016-10-01,2016-10-01,K15,,,NORMAL,0,pfefferminz,VERA,2025-11-15,1999-09-03,
VTR-00003156,,LV-VORS,LV,PK-2007,CH,CHF,PTR-00000340,VRM-00040,bank,MIT-00044,ANT-00003156,2011-11-01,2054-11-01,43.0,2011-11-01,JAEHRLICH,RECHNUNG,2195.3,2195.3,,125000.0,RUECKKAUF,2024-12-23,2024-12-23,K14,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2011-09-29,
VTR-00003157,,LV-VORS,LV,PL-2012,CH,CHF,PTR-00000054,VRM-00005,bank,MIT-00044,ANT-00003157,2013-05-01,2030-05-01,17.0,2013-05-01,JAEHRLICH,EBILL,11159.75,11159.75,,196000.0,AKTIV,2013-05-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2013-04-21,
VTR-00003158,,LV-VORS,LV,PL-2017,DE,EUR,PTR-00000595,VRM-00022,makler,MIT-00008,ANT-00003158,2017-05-01,2055-05-01,38.0,2017-05-01,JAEHRLICH,RECHNUNG,1724.62,1724.62,,63000.0,AKTIV,2017-05-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2017-03-29,
VTR-00003159,,LV-VORS,LV,PL-2015,DE,EUR,PTR-00000954,VRM-00008,bank,MIT-00044,ANT-00003159,2016-03-01,2041-03-01,25.0,2016-03-01,HALBJAEHRLICH,EBILL,1460.37,1489.58,,38000.0,RUECKKAUF,2023-03-20,2023-03-20,K14,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2016-02-24,
VTR-00003160,,LV-VORS,LV,PZ-2025,DE,EUR,PTR-00000630,VRM-00010,makler,MIT-00008,ANT-00003160,2025-06-01,2030-06-01,5.0,2025-06-01,HALBJAEHRLICH,EBILL,13938.39,14217.15,,66000.0,AKTIV,2025-06-01,,,,,NORMAL,0,pfefferminz,MINT,,2025-05-26,
VTR-00003161,,LV-VORS,LV,PK-2007,DE,EUR,PTR-00000449,VRM-00006,makler,MIT-00044,ANT-00003161,2011-06-01,2032-06-01,21.0,2011-06-01,JAEHRLICH,KREDITKARTE,2442.46,2442.46,,57000.0,AKTIV,2011-06-01,,,,,ZUSCHLAG_1,0,pfefferminz,VERA,2025-11-15,2011-05-14,
VTR-00003162,,LV-VORS,LV,PK-95,DE,EUR,PTR-00000800,VRM-00024,bank,MIT-00044,ANT-00003162,1996-04-01,2024-04-01,28.0,1996-04-01,JAEHRLICH,RECHNUNG,789.76,789.76,,32000.0,RUECKKAUF,2006-04-16,2006-04-16,K14,,,NORMAL,0,pfefferminz,VERA,2025-11-15,1996-03-23,
VTR-00003163,,LV-VORS,LV,PL-2017,CH,CHF,PTR-00000842,VRM-00036,bank,MIT-00044,ANT-00003163,2017-03-01,2048-03-01,31.0,2017-03-01,JAEHRLICH,RECHNUNG,3560.9,3560.9,,100000.0,AKTIV,2017-03-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2017-02-06,
VTR-00003164,,LV-VORS,LV,PL-2017,CH,CHF,PTR-00000054,VRM-00025,bank,MIT-00044,ANT-00003164,2022-05-01,2049-05-01,27.0,2022-05-01,JAEHRLICH,RECHNUNG,5784.0,5784.0,,147000.0,AKTIV,2022-05-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2022-03-26,
VTR-00003166,,LV-VORS,LV,PZ-2025,CH,CHF,PTR-00000870,VRM-00031,agentur,MIT-00044,ANT-00003166,2025-11-01,2060-11-01,35.0,2025-11-01,VIERTELJAEHRLICH,RECHNUNG,2529.05,2604.9,,89000.0,AKTIV,2025-11-01,,,,,NORMAL,0,pfefferminz,MINT,,2025-09-24,
VTR-00003168,,LV-VORS,LV,PL-2017,DE,EUR,PTR-00000567,VRM-00024,bank,MIT-00019,ANT-00003168,2023-12-01,2042-12-01,19.0,2023-12-01,JAEHRLICH,RECHNUNG,5770.55,5770.55,,80000.0,AKTIV,2023-12-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2023-11-18,
VTR-00003169,,LV-VORS,LV,PZ-2025,CH,CHF,PTR-00000301,VRM-00039,bank,MIT-00044,ANT-00003169,2025-12-01,2033-12-01,8.0,2025-12-01,JAEHRLICH,LASTSCHRIFT,5392.65,5392.65,,35000.0,AKTIV,2025-12-01,,,,,NORMAL,0,pfefferminz,MINT,,2025-11-11,
VTR-00003170,,LV-VORS,LV,PL-2017,CH,CHF,PTR-00000724,VRM-00039,makler,MIT-00044,ANT-00003170,2017-04-01,2035-04-01,18.0,2017-04-01,JAEHRLICH,LASTSCHRIFT,10209.2,10209.2,,151000.0,AKTIV,2017-04-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2017-03-11,
VTR-00003171,,LV-VORS,LV,PK-95,DE,EUR,PTR-00000757,VRM-00006,makler,MIT-00044,ANT-00003171,1999-07-01,2024-07-01,25.0,1999-07-01,JAEHRLICH,EBILL,2527.34,2527.34,,68000.0,RUECKKAUF,2004-08-03,2004-08-03,K14,,,NORMAL,0,pfefferminz,VERA,2025-11-15,1999-06-30,
VTR-00003172,,LV-VORS,LV,PL-2015,CH,CHF,PTR-00000609,VRM-00017,bank,MIT-00044,ANT-00003172,2016-12-01,2033-12-01,17.0,2016-12-01,JAEHRLICH,RECHNUNG,10638.65,10638.65,,162000.0,RUECKKAUF,2019-04-03,2019-04-03,K14,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2016-10-27,
VTR-00003173,,LV-VORS,LV,PL-2017,CH,CHF,PTR-00000850,VRM-00017,bank,MIT-00044,ANT-00003173,2024-12-01,2037-12-01,13.0,2024-12-01,JAEHRLICH,RECHNUNG,11616.55,11616.55,,142000.0,AKTIV,2024-12-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2024-11-07,
VTR-00003174,,LV-VORS,LV,PK-2007,CH,CHF,PTR-00000549,VRM-00011,agentur,MIT-00044,ANT-00003174,2009-12-01,2041-12-01,32.0,2009-12-01,JAEHRLICH,RECHNUNG,3276.5,3276.5,,83000.0,AKTIV,2009-12-01,,,,,ZUSCHLAG_1,0,pfefferminz,VERA,2025-11-15,2009-11-28,
VTR-00003175,,LV-VORS,LV,PL-2012,DE,EUR,PTR-00000079,VRM-00010,makler,MIT-00008,ANT-00003175,2013-09-01,2037-09-01,24.0,2013-09-01,VIERTELJAEHRLICH,RECHNUNG,3696.93,3807.84,,98000.0,STORNIERT,2021-08-12,2021-08-12,K12,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2013-08-01,
VTR-00003176,,LV-VORS,LV,PK-2004,DE,EUR,PTR-00000365,VRM-00003,direkt,MIT-00019,ANT-00003176,2006-08-01,2041-08-01,35.0,2006-08-01,JAEHRLICH,LASTSCHRIFT,1850.14,1850.14,,34000.0,AKTIV,2006-08-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2006-07-13,
VTR-00003177,,LV-VORS,LV,PK-2007,CH,CHF,PTR-00000908,VRM-00005,agentur,MIT-00044,ANT-00003177,2010-11-01,2015-11-01,5.0,2010-11-01,JAEHRLICH,LASTSCHRIFT,17944.0,17944.0,,73000.0,ABGELAUFEN,2015-11-01,2015-11-01,K15,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2010-10-27,
VTR-00003178,,LV-VORS,LV,PL-2015,CH,CHF,PTR-00000280,VRM-00031,bank,MIT-00044,ANT-00003178,2015-05-01,2037-05-01,22.0,2015-05-01,JAEHRLICH,LASTSCHRIFT,18718.05,18718.05,,401000.0,AKTIV,2015-05-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2015-03-24,
VTR-00003179,,LV-VORS,LV,PK-2004,CH,CHF,PTR-00000134,VRM-00004,agentur,MIT-00044,ANT-00003179,2006-12-01,2018-12-01,12.0,2006-12-01,JAEHRLICH,RECHNUNG,8021.4,8021.4,,94000.0,ABGELAUFEN,2018-12-01,2018-12-01,K15,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2006-11-24,
VTR-00003180,,LV-VORS,LV,PL-2015,CH,CHF,PTR-00000528,VRM-00025,agentur,MIT-00044,ANT-00003180,2016-08-01,2037-08-01,21.0,2016-08-01,JAEHRLICH,RECHNUNG,3464.55,3464.55,,56000.0,AKTIV,2016-08-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2016-07-13,
VTR-00003181,,LV-VORS,LV,PK-95,CH,CHF,PTR-00000201,VRM-00005,agentur,MIT-00044,ANT-00003181,1999-05-01,2015-05-01,16.0,1999-05-01,JAEHRLICH,RECHNUNG,2907.7,2907.7,,53000.0,STORNIERT,2014-08-12,2014-08-12,K12,,,NORMAL,0,pfefferminz,VERA,2025-11-15,1999-04-15,
VTR-00003182,,LV-VORS,LV,PK-2004,DE,EUR,PTR-00000088,VRM-00034,makler,MIT-00044,ANT-00003182,2005-07-01,2030-07-01,25.0,2005-07-01,JAEHRLICH,LASTSCHRIFT,724.57,724.57,,20000.0,AKTIV,2005-07-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2005-05-29,
VTR-00003183,,LV-VORS,LV,PL-2015,CH,CHF,PTR-00000291,VRM-00031,agentur,MIT-00044,ANT-00003183,2016-10-01,2021-10-01,5.0,2016-10-01,JAEHRLICH,RECHNUNG,21137.9,21137.9,,97000.0,ABGELAUFEN,2021-10-01,2021-10-01,K15,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2016-09-20,
VTR-00003184,,LV-VORS,LV,PL-2017,CH,CHF,PTR-00000105,VRM-00039,makler,MIT-00044,ANT-00003184,2024-07-01,2044-07-01,20.0,2024-07-01,JAEHRLICH,RECHNUNG,11181.5,11181.5,,186000.0,AKTIV,2024-07-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2024-05-23,
VTR-00003185,,LV-VORS,LV,PK-2004,CH,CHF,PTR-00000973,VRM-00040,bank,MIT-00044,ANT-00003185,2005-06-01,2014-06-01,9.0,2005-06-01,JAEHRLICH,RECHNUNG,4447.8,4447.8,,39000.0,ABGELAUFEN,2014-06-01,2014-06-01,K15,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2005-04-30,
VTR-00003186,,LV-VORS,LV,PL-2012,CH,CHF,PTR-00000481,VRM-00036,agentur,MIT-00044,ANT-00003186,2013-10-01,2033-10-01,20.0,2013-10-01,JAEHRLICH,RECHNUNG,6605.4,6605.4,,136000.0,AKTIV,2013-10-01,,,,,ZUSCHLAG_2,0,pfefferminz,VERA,2025-11-15,2013-09-06,
VTR-00003187,,LV-VORS,LV,PL-2017,CH,CHF,PTR-00000171,VRM-00025,agentur,MIT-00044,ANT-00003187,2020-12-01,2038-12-01,18.0,2020-12-01,JAEHRLICH,EBILL,7194.4,7194.4,,121000.0,AKTIV,2020-12-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2020-10-25,
VTR-00003188,,LV-VORS,LV,PZ-2025,CH,CHF,PTR-00000667,VRM-00015,bank,MIT-00044,ANT-00003188,2025-11-01,2069-11-01,44.0,2025-11-01,JAEHRLICH,RECHNUNG,2798.2,2798.2,,126000.0,AKTIV,2025-11-01,,,,,NORMAL,0,pfefferminz,MINT,,2025-10-25,
VTR-00003189,,LV-VORS,LV,PL-2017,CH,CHF,PTR-00000666,VRM-00005,agentur,MIT-00044,ANT-00003189,2018-05-01,2039-05-01,21.0,2018-05-01,JAEHRLICH,RECHNUNG,3148.75,3148.75,,50000.0,AKTIV,2018-05-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2018-04-18,
VTR-00003190,,LV-VORS,LV,PK-2004,CH,CHF,PTR-00000797,VRM-00031,agentur,MIT-00044,ANT-00003190,2006-07-01,2038-07-01,32.0,2006-07-01,HALBJAEHRLICH,RECHNUNG,2326.25,2372.8,,91000.0,AKTIV,2006-07-01,,,,,ZUSCHLAG_1,0,pfefferminz,VERA,2025-11-15,2006-06-01,
VTR-00003191,,LV-VORS,LV,PZ-2025,DE,EUR,PTR-00000883,VRM-00034,makler,MIT-00008,ANT-00003191,2025-05-01,2045-05-01,20.0,2025-05-01,JAEHRLICH,RECHNUNG,6061.49,6061.49,,125000.0,AKTIV,2025-05-01,,,,,NORMAL,0,pfefferminz,MINT,,2025-04-13,
VTR-00003192,,LV-VORS,LV,PL-2017,CH,CHF,PTR-00000823,VRM-00036,agentur,MIT-00044,ANT-00003192,2018-11-01,2035-11-01,17.0,2018-11-01,JAEHRLICH,EBILL,9755.75,9755.75,,151000.0,AKTIV,2018-11-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2018-09-24,
VTR-00003193,,LV-VORS,LV,PL-2017,CH,CHF,PTR-00000450,VRM-00040,bank,MIT-00044,ANT-00003193,2024-05-01,2029-05-01,5.0,2024-05-01,JAEHRLICH,LASTSCHRIFT,26560.5,26560.5,,121000.0,AKTIV,2024-05-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2024-04-19,
VTR-00003194,,LV-VORS,LV,PL-2017,DE,EUR,PTR-00000224,VRM-00008,bank,MIT-00019,ANT-00003194,2024-04-01,2045-04-01,21.0,2024-04-01,JAEHRLICH,LASTSCHRIFT,5174.43,5174.43,,103000.0,AKTIV,2024-04-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2024-03-12,
VTR-00003195,,LV-VORS,LV,PK-2000,CH,CHF,PTR-00000036,VRM-00014,bank,MIT-00044,ANT-00003195,2002-02-01,2040-02-01,38.0,2002-02-01,JAEHRLICH,RECHNUNG,5843.5,5843.5,,335000.0,AKTIV,2002-02-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2002-01-26,
VTR-00003196,,LV-VORS,LV,PK-2007,CH,CHF,PTR-00000620,VRM-00036,makler,MIT-00044,ANT-00003196,2009-10-01,2028-10-01,19.0,2009-10-01,VIERTELJAEHRLICH,RECHNUNG,14821.65,15266.3,,290000.0,AKTIV,2009-10-01,,,,,ZUSCHLAG_1,0,pfefferminz,VERA,2025-11-15,2009-08-27,
VTR-00003197,,LV-VORS,LV,PK-2007,CH,CHF,PTR-00000603,VRM-00036,agentur,MIT-00044,ANT-00003197,2010-10-01,2040-10-01,30.0,2010-10-01,JAEHRLICH,RECHNUNG,4701.65,4701.65,,166000.0,AKTIV,2010-10-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2010-09-27,
VTR-00003199,,LV-VORS,LV,PK-2007,DE,EUR,PTR-00000781,VRM-00034,makler,MIT-00008,ANT-00003199,2011-12-01,2025-12-01,14.0,2011-12-01,HALBJAEHRLICH,RECHNUNG,6252.96,6364.75,,78000.0,ABGELAUFEN,2025-12-01,2025-12-01,K15,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2011-11-22,
VTR-00003200,,LV-VORS,LV,PL-2015,DE,EUR,PTR-00000782,VRM-00032,makler,MIT-00008,ANT-00003200,2016-04-01,2023-04-01,7.0,2016-04-01,HALBJAEHRLICH,RECHNUNG,2895.76,2953.68,,19000.0,ABGELAUFEN,2023-04-01,2023-04-01,K15,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2016-03-09,
VTR-00003201,,LV-VORS,LV,PL-2015,CH,CHF,PTR-00000810,VRM-00014,bank,MIT-00044,ANT-00003201,2016-07-01,2025-07-01,9.0,2016-07-01,JAEHRLICH,RECHNUNG,13143.75,13143.75,,111000.0,ABGELAUFEN,2025-07-01,2025-07-01,K15,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2016-06-14,
VTR-00003202,,LV-VORS,LV,PK-2007,CH,CHF,PTR-00000214,VRM-00039,agentur,MIT-00044,ANT-00003202,2011-07-01,2039-07-01,28.0,2011-07-01,HALBJAEHRLICH,LASTSCHRIFT,4967.2,5054.4,,142000.0,AKTIV,2011-07-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2011-06-12,
VTR-00003204,,LV-VORS,LV,PK-2007,DE,EUR,PTR-00000158,VRM-00034,makler,MIT-00008,ANT-00003204,2008-12-01,2033-12-01,25.0,2008-12-01,JAEHRLICH,RECHNUNG,5120.76,5120.76,,145000.0,RUECKKAUF,2023-07-22,2023-07-22,K14,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2008-10-23,
VTR-00003205,,LV-VORS,LV,PL-2017,DE,EUR,PTR-00000852,VRM-00034,makler,MIT-00019,ANT-00003205,2017-04-01,2049-04-01,32.0,2017-04-01,JAEHRLICH,EBILL,1729.6,1729.6,,57000.0,AKTIV,2017-04-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2017-03-06,
VTR-00003206,,LV-VORS,LV,PL-2017,CH,CHF,PTR-00000175,VRM-00039,agentur,MIT-00044,ANT-00003206,2018-09-01,2036-09-01,18.0,2018-09-01,JAEHRLICH,EBILL,5372.1,5372.1,,91000.0,AKTIV,2018-09-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2018-08-18,
VTR-00003207,,LV-VORS,LV,PL-2012,CH,CHF,PTR-00000489,VRM-00014,bank,MIT-00044,ANT-00003207,2013-09-01,2022-09-01,9.0,2013-09-01,HALBJAEHRLICH,RECHNUNG,44199.95,45083.95,,389000.0,ABGELAUFEN,2022-09-01,2022-09-01,K15,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2013-08-16,
VTR-00003208,,LV-VORS,LV,PK-2007,CH,CHF,PTR-00000689,VRM-00014,makler,MIT-00044,ANT-00003208,2010-11-01,2021-11-01,11.0,2010-11-01,JAEHRLICH,KREDITKARTE,5945.35,5945.35,,65000.0,ABGELAUFEN,2021-11-01,2021-11-01,K15,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2010-10-23,
VTR-00003209,,LV-VORS,LV,PZ-2025,CH,CHF,PTR-00000382,VRM-00039,agentur,MIT-00044,ANT-00003209,2025-11-01,2037-11-01,12.0,2025-11-01,JAEHRLICH,RECHNUNG,10003.5,10003.5,,110000.0,AKTIV,2025-11-01,,,,,NORMAL,0,pfefferminz,MINT,,2025-10-12,
VTR-00003210,,LV-VORS,LV,PL-2015,CH,CHF,PTR-00000340,VRM-00026,agentur,MIT-00044,ANT-00003210,2016-05-01,2030-05-01,14.0,2016-05-01,JAEHRLICH,RECHNUNG,8732.15,8732.15,,121000.0,AKTIV,2016-05-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2016-04-30,
VTR-00003211,,LV-VORS,LV,PL-2012,CH,CHF,PTR-00000381,VRM-00040,agentur,MIT-00044,ANT-00003211,2014-06-01,2034-06-01,20.0,2014-06-01,JAEHRLICH,RECHNUNG,4255.1,4255.1,,85000.0,AKTIV,2014-06-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2014-05-16,
VTR-00003212,,LV-VORS,LV,PL-2015,CH,CHF,PTR-00000381,VRM-00039,makler,MIT-00044,ANT-00003212,2015-03-01,2034-03-01,19.0,2015-03-01,HALBJAEHRLICH,RECHNUNG,15441.6,15750.45,,284000.0,AKTIV,2015-03-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2015-02-15,
VTR-00003213,,LV-VORS,LV,PZ-2025,DE,EUR,PTR-00000399,VRM-00034,makler,MIT-00044,ANT-00003213,2025-11-01,2052-11-01,27.0,2025-11-01,JAEHRLICH,EBILL,1583.76,1583.76,,45000.0,AKTIV,2025-11-01,,,,,NORMAL,0,pfefferminz,MINT,,2025-10-29,
VTR-00003214,,LV-VORS,LV,PK-95,DE,EUR,PTR-00000060,VRM-00008,bank,MIT-00044,ANT-00003214,1996-02-01,2013-02-01,17.0,1996-02-01,HALBJAEHRLICH,LASTSCHRIFT,6558.63,6689.81,,135000.0,RUECKKAUF,1999-07-01,1999-07-01,K14,,,NORMAL,0,pfefferminz,VERA,2025-11-15,1996-01-03,
VTR-00003215,,LV-VORS,LV,PZ-2025,CH,CHF,PTR-00000341,VRM-00040,makler,MIT-00044,ANT-00003215,2025-08-01,2056-08-01,31.0,2025-08-01,VIERTELJAEHRLICH,LASTSCHRIFT,1422.35,1465.0,,43000.0,AKTIV,2025-08-01,,,,,NORMAL,0,pfefferminz,MINT,,2025-07-31,
VTR-00003216,,LV-VORS,LV,PL-2017,DE,EUR,PTR-00000358,VRM-00010,makler,MIT-00044,ANT-00003216,2023-04-01,2045-04-01,22.0,2023-04-01,JAEHRLICH,LASTSCHRIFT,4574.18,4574.18,,72000.0,AKTIV,2023-04-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2023-03-23,
VTR-00003217,,LV-VORS,LV,PL-2017,CH,CHF,PTR-00000584,VRM-00040,agentur,MIT-00044,ANT-00003217,2022-11-01,2035-11-01,13.0,2022-11-01,HALBJAEHRLICH,RECHNUNG,4358.3,4445.45,,52000.0,RUECKKAUF,2024-03-08,2024-03-08,K14,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2022-10-30,
VTR-00003218,,LV-VORS,LV,PZ-2025,DE,EUR,PTR-00000218,VRM-00010,makler,MIT-00044,ANT-00003218,2025-02-01,2042-02-01,17.0,2025-02-01,JAEHRLICH,RECHNUNG,3426.85,3426.85,,58000.0,AKTIV,2025-02-01,,,,,NORMAL,0,pfefferminz,MINT,,2024-12-27,
VTR-00003219,,LV-VORS,LV,PK-2004,CH,CHF,PTR-00000912,VRM-00005,agentur,MIT-00044,ANT-00003219,2005-10-01,2033-10-01,28.0,2005-10-01,JAEHRLICH,RECHNUNG,2419.05,2419.05,,83000.0,RUECKKAUF,2006-04-01,2006-04-01,K14,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2005-09-05,
VTR-00003220,,LV-VORS,LV,PK-2000,CH,CHF,PTR-00000535,VRM-00004,agentur,MIT-00044,ANT-00003220,2001-11-01,2017-11-01,16.0,2001-11-01,JAEHRLICH,LASTSCHRIFT,13215.6,13215.6,,201000.0,ABGELAUFEN,2017-11-01,2017-11-01,K15,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2001-10-23,
VTR-00003221,,LV-VORS,LV,PK-2000,DE,EUR,PTR-00000500,VRM-00021,makler,MIT-00008,ANT-00003221,2000-12-01,2012-12-01,12.0,2000-12-01,JAEHRLICH,RECHNUNG,1973.01,1973.01,,25000.0,ABGELAUFEN,2012-12-01,2012-12-01,K15,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2000-11-19,
VTR-00003222,,LV-VORS,LV,PZ-2025,CH,CHF,PTR-00000092,VRM-00026,bank,MIT-00044,ANT-00003222,2025-01-01,2068-01-01,43.0,2025-01-01,JAEHRLICH,EBILL,5654.6,5654.6,,250000.0,AKTIV,2025-01-01,,,,,NORMAL,0,pfefferminz,MINT,,2024-11-27,
VTR-00003223,,LV-VORS,LV,PZ-2025,CH,CHF,PTR-00000806,VRM-00005,bank,MIT-00044,ANT-00003223,2025-07-01,2050-07-01,25.0,2025-07-01,MONATLICH,LASTSCHRIFT,11190.1,11749.6,,278000.0,AKTIV,2025-07-01,,,,,NORMAL,0,pfefferminz,MINT,,2025-06-06,
VTR-00003224,,LV-VORS,LV,PK-2000,CH,CHF,PTR-00000550,VRM-00031,bank,MIT-00044,ANT-00003224,2003-09-01,2025-09-01,22.0,2003-09-01,HALBJAEHRLICH,LASTSCHRIFT,5379.3,5486.85,,144000.0,STORNIERT,2014-12-26,2014-12-26,K12,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2003-08-04,
VTR-00003225,,LV-VORS,LV,PZ-2025,DE,EUR,PTR-00000596,VRM-00030,bank,MIT-00019,ANT-00003225,2025-09-01,2045-09-01,20.0,2025-09-01,JAEHRLICH,RECHNUNG,1722.64,1722.64,,35000.0,AKTIV,2025-09-01,,,,,NORMAL,0,pfefferminz,MINT,,2025-07-26,
VTR-00003226,,LV-VORS,LV,PK-85,CH,CHF,PTR-00000127,VRM-00011,agentur,MIT-00044,ANT-00003226,1988-11-01,2016-11-01,28.0,1988-11-01,JAEHRLICH,RECHNUNG,2873.69,2873.69,,136000.0,RUECKKAUF,1999-03-24,1999-03-24,K14,,,NORMAL,0,pfefferminz,VERA,2025-11-15,1988-10-18,
VTR-00003227,,LV-VORS,LV,PK-2004,CH,CHF,PTR-00000746,VRM-00031,agentur,MIT-00044,ANT-00003227,2005-10-01,2014-10-01,9.0,2005-10-01,JAEHRLICH,LASTSCHRIFT,18576.55,18576.55,,166000.0,ABGELAUFEN,2014-10-01,2014-10-01,K15,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2005-09-16,
VTR-00003228,,LV-VORS,LV,PK-2007,CH,CHF,PTR-00000383,VRM-00040,bank,MIT-00044,ANT-00003228,2010-10-01,2034-10-01,24.0,2010-10-01,HALBJAEHRLICH,RECHNUNG,6077.4,6198.95,,164000.0,RUECKKAUF,2021-04-14,2021-04-14,K14,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2010-09-24,
VTR-00003230,,LV-VORS,LV,PK-85,CH,CHF,PTR-00000609,VRM-00031,bank,MIT-00044,ANT-00003230,1992-10-01,2025-10-01,33.0,1992-10-01,JAEHRLICH,RECHNUNG,5643.1,5643.1,,252000.0,RUECKKAUF,2010-02-07,2010-02-07,K14,,,NORMAL,0,pfefferminz,VERA,2025-11-15,1992-09-18,
VTR-00003231,,LV-VORS,LV,PL-2017,DE,EUR,PTR-00000182,VRM-00008,bank,MIT-00008,ANT-00003231,2017-03-01,2030-03-01,13.0,2017-03-01,VIERTELJAEHRLICH,RECHNUNG,5781.88,5942.21,,66000.0,AKTIV,2017-03-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2017-02-17,
VTR-00003232,,LV-VORS,LV,PL-2012,CH,CHF,PTR-00000619,VRM-00031,bank,MIT-00044,ANT-00003232,2013-10-01,2025-10-01,12.0,2013-10-01,HALBJAEHRLICH,RECHNUNG,15021.9,15322.35,,166000.0,ABGELAUFEN,2025-10-01,2025-10-01,K15,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2013-09-12,
VTR-00003233,,LV-VORS,LV,PZ-2025,DE,EUR,PTR-00000162,VRM-00032,makler,MIT-00044,ANT-00003233,2025-01-01,2054-01-01,29.0,2025-01-01,JAEHRLICH,RECHNUNG,956.61,956.61,,29000.0,AKTIV,2025-01-01,,,,,ZUSCHLAG_1,0,pfefferminz,MINT,,2024-12-01,
