deckung_id,vertrag_id,deckungsart,baustein,summe,selbstbehalt,selbstbehalt_typ,gueltig_von,gueltig_bis
DEK-00002449-01,VTR-00002449,HAUPTDECKUNG,,10000000.0,0.0,fix,2023-11-01,
DEK-00002450-01,VTR-00002450,HAUPTDECKUNG,,5000000.0,500.0,fix,2025-08-01,
DEK-00002451-01,VTR-00002451,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-06-01,
DEK-00002452-01,VTR-00002452,HAUPTDECKUNG,,5000000.0,150.0,fix,2020-04-01,
DEK-00002452-02,VTR-00002452,BAUSTEIN,BS-AUSFALL,,,,2020-04-01,
DEK-00002453-01,VTR-00002453,HAUPTDECKUNG,,10000000.0,0.0,fix,2022-04-01,
DEK-00002453-02,VTR-00002453,BAUSTEIN,BS-AUSFALL,,,,2022-04-01,
DEK-00002453-03,VTR-00002453,BAUSTEIN,BS-SCHLUESSEL,,,,2022-04-01,
DEK-00002454-01,VTR-00002454,HAUPTDECKUNG,,5000000.0,200.0,fix,2020-08-01,2022-08-01
DEK-00002455-01,VTR-00002455,HAUPTDECKUNG,,10000000.0,200.0,fix,2016-07-01,
DEK-00002455-02,VTR-00002455,BAUSTEIN,BS-GEBAEUDE,,,,2016-07-01,
DEK-00002456-01,VTR-00002456,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-07-01,
DEK-00002456-02,VTR-00002456,BAUSTEIN,BS-SCHLUESSEL,,,,2025-07-01,
DEK-00002457-01,VTR-00002457,HAUPTDECKUNG,,10000000.0,0.0,fix,2025-04-01,
DEK-00002458-01,VTR-00002458,HAUPTDECKUNG,,5000000.0,0.0,fix,2021-07-01,2023-09-01
DEK-00002459-01,VTR-00002459,HAUPTDECKUNG,,5000000.0,0.0,fix,2021-10-01,
DEK-00002459-02,VTR-00002459,BAUSTEIN,BS-KINDER,,,,2021-10-01,
DEK-00002460-01,VTR-00002460,HAUPTDECKUNG,,5000000.0,200.0,fix,2016-01-01,
DEK-00002461-01,VTR-00002461,HAUPTDECKUNG,,10000000.0,100.0,fix,2017-02-01,2023-10-01
DEK-00002462-01,VTR-00002462,HAUPTDECKUNG,,10000000.0,0.0,fix,2025-08-01,
DEK-00002463-01,VTR-00002463,HAUPTDECKUNG,,10000000.0,500.0,fix,2016-07-01,
DEK-00002464-01,VTR-00002464,HAUPTDECKUNG,,20000000.0,0.0,fix,2024-07-01,
DEK-00002465-01,VTR-00002465,HAUPTDECKUNG,,5000000.0,0.0,fix,2021-11-01,2023-12-01
DEK-00002465-02,VTR-00002465,BAUSTEIN,BS-KINDER,,,,2021-11-01,2023-12-01
DEK-00002466-01,VTR-00002466,HAUPTDECKUNG,,5000000.0,200.0,fix,2015-02-01,
DEK-00002467-01,VTR-00002467,HAUPTDECKUNG,,5000000.0,0.0,fix,2018-07-01,
DEK-00002467-02,VTR-00002467,BAUSTEIN,BS-GEBAEUDE,,,,2018-07-01,
DEK-00002467-03,VTR-00002467,BAUSTEIN,BS-AUSFALL,,,,2018-07-01,
DEK-00002468-01,VTR-00002468,HAUPTDECKUNG,,50000000.0,0.0,fix,2021-08-01,
DEK-00002468-02,VTR-00002468,BAUSTEIN,BS-AUSFALL,,,,2021-08-01,
DEK-00002469-01,VTR-00002469,HAUPTDECKUNG,,10000000.0,200.0,fix,2025-05-01,
DEK-00002469-02,VTR-00002469,BAUSTEIN,BS-GEBAEUDE,,,,2025-05-01,
DEK-00002470-01,VTR-00002470,HAUPTDECKUNG,,10000000.0,0.0,fix,2014-12-01,
DEK-00002470-02,VTR-00002470,BAUSTEIN,BS-TIER-HUND,,,,2014-12-01,
DEK-00002471-01,VTR-00002471,HAUPTDECKUNG,,5000000.0,0.0,fix,2019-02-01,2024-10-01
DEK-00002471-02,VTR-00002471,BAUSTEIN,BS-AUSFALL,,,,2019-02-01,2024-10-01
DEK-00002472-01,VTR-00002472,HAUPTDECKUNG,,10000000.0,150.0,fix,2013-02-01,2020-11-01
DEK-00002472-02,VTR-00002472,BAUSTEIN,BS-KINDER,,,,2013-02-01,2020-11-01
DEK-00002473-01,VTR-00002473,HAUPTDECKUNG,,20000000.0,0.0,fix,2015-01-01,2017-06-01
DEK-00002473-02,VTR-00002473,BAUSTEIN,BS-AUSFALL,,,,2015-01-01,2017-06-01
DEK-00002473-03,VTR-00002473,BAUSTEIN,BS-KINDER,,,,2015-01-01,2017-06-01
DEK-00002473-04,VTR-00002473,BAUSTEIN,BS-DROHNE,,,,2015-01-01,2017-06-01
DEK-00002474-01,VTR-00002474,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-11-01,
DEK-00002475-01,VTR-00002475,HAUPTDECKUNG,,5000000.0,500.0,fix,2025-03-01,
DEK-00002476-01,VTR-00002476,HAUPTDECKUNG,,3000000.0,150.0,fix,2010-10-01,
DEK-00002477-01,VTR-00002477,HAUPTDECKUNG,,10000000.0,0.0,fix,2025-08-01,
DEK-00002478-01,VTR-00002478,HAUPTDECKUNG,,5000000.0,200.0,fix,2013-11-01,2018-11-01
DEK-00002478-02,VTR-00002478,BAUSTEIN,BS-TIER-HUND,,,,2013-11-01,2018-11-01
DEK-00002478-03,VTR-00002478,BAUSTEIN,BS-TIER-PFERD,,,,2013-11-01,2018-11-01
DEK-00002478-04,VTR-00002478,BAUSTEIN,BS-GEBAEUDE,,,,2013-11-01,2018-11-01
DEK-00002479-01,VTR-00002479,HAUPTDECKUNG,,10000000.0,150.0,fix,2013-05-01,2016-11-01
DEK-00002480-01,VTR-00002480,HAUPTDECKUNG,,10000000.0,0.0,fix,2020-03-01,2021-04-01
DEK-00002481-01,VTR-00002481,HAUPTDECKUNG,,10000000.0,0.0,fix,2025-08-01,
DEK-00002481-02,VTR-00002481,BAUSTEIN,BS-KINDER,,,,2025-08-01,
DEK-00002482-01,VTR-00002482,HAUPTDECKUNG,,10000000.0,200.0,fix,2017-04-01,2024-03-01
DEK-00002482-02,VTR-00002482,BAUSTEIN,BS-TIER-HUND,,,,2017-04-01,2024-03-01
DEK-00002482-03,VTR-00002482,BAUSTEIN,BS-GEBAEUDE,,,,2017-04-01,2024-03-01
DEK-00002483-01,VTR-00002483,HAUPTDECKUNG,,20000000.0,0.0,fix,2023-03-01,
DEK-00002484-01,VTR-00002484,HAUPTDECKUNG,,10000000.0,0.0,fix,2023-02-01,
DEK-00002484-02,VTR-00002484,BAUSTEIN,BS-AUSFALL,,,,2023-02-01,
DEK-00002485-01,VTR-00002485,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-02-01,
DEK-00002486-01,VTR-00002486,HAUPTDECKUNG,,5000000.0,0.0,fix,2021-08-01,
DEK-00002486-02,VTR-00002486,BAUSTEIN,BS-KINDER,,,,2021-08-01,
DEK-00002487-01,VTR-00002487,HAUPTDECKUNG,,10000000.0,0.0,fix,2017-10-01,
DEK-00002487-02,VTR-00002487,BAUSTEIN,BS-KINDER,,,,2017-10-01,
DEK-00002488-01,VTR-00002488,HAUPTDECKUNG,,10000000.0,0.0,fix,2025-12-01,
DEK-00002488-02,VTR-00002488,BAUSTEIN,BS-AUSFALL,,,,2025-12-01,
DEK-00002488-03,VTR-00002488,BAUSTEIN,BS-KINDER,,,,2025-12-01,
DEK-00002489-01,VTR-00002489,HAUPTDECKUNG,,10000000.0,200.0,fix,2025-09-01,
DEK-00002490-01,VTR-00002490,HAUPTDECKUNG,,5000000.0,200.0,fix,2013-01-01,2021-05-01
DEK-00002491-01,VTR-00002491,HAUPTDECKUNG,,5000000.0,200.0,fix,2017-06-01,2020-02-01
DEK-00002492-01,VTR-00002492,HAUPTDECKUNG,,5000000.0,100.0,fix,2018-06-01,
DEK-00002493-01,VTR-00002493,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-07-01,
DEK-00002493-02,VTR-00002493,BAUSTEIN,BS-SCHLUESSEL,,,,2025-07-01,
DEK-00002494-01,VTR-00002494,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-10-01,
DEK-00002494-02,VTR-00002494,BAUSTEIN,BS-SCHLUESSEL,,,,2025-10-01,
DEK-00002495-01,VTR-00002495,HAUPTDECKUNG,,5000000.0,200.0,fix,2014-07-01,
DEK-00002496-01,VTR-00002496,HAUPTDECKUNG,,5000000.0,0.0,fix,2022-08-01,
DEK-00002496-02,VTR-00002496,BAUSTEIN,BS-KINDER,,,,2022-08-01,
DEK-00002497-01,VTR-00002497,HAUPTDECKUNG,,20000000.0,0.0,fix,2024-09-01,
DEK-00002497-02,VTR-00002497,BAUSTEIN,BS-TIER-HUND,,,,2024-09-01,
DEK-00002497-03,VTR-00002497,BAUSTEIN,BS-GEBAEUDE,,,,2024-09-01,
DEK-00002497-04,VTR-00002497,BAUSTEIN,BS-AUSFALL,,,,2024-09-01,
DEK-00002497-05,VTR-00002497,BAUSTEIN,BS-KINDER,,,,2024-09-01,
DEK-00002498-01,VTR-00002498,HAUPTDECKUNG,,10000000.0,200.0,fix,2020-07-01,2024-10-01
DEK-00002498-02,VTR-00002498,BAUSTEIN,BS-TIER-HUND,,,,2020-07-01,2024-10-01
DEK-00002499-01,VTR-00002499,HAUPTDECKUNG,,5000000.0,0.0,fix,2011-06-01,2018-03-01
DEK-00002500-01,VTR-00002500,HAUPTDECKUNG,,10000000.0,0.0,fix,2025-02-01,
DEK-00002500-02,VTR-00002500,BAUSTEIN,BS-AUSFALL,,,,2025-02-01,
DEK-00002501-01,VTR-00002501,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-08-01,
DEK-00002501-02,VTR-00002501,BAUSTEIN,BS-GEBAEUDE,,,,2025-08-01,
DEK-00002502-01,VTR-00002502,HAUPTDECKUNG,,50000000.0,0.0,fix,2024-05-01,
DEK-00002502-02,VTR-00002502,BAUSTEIN,BS-DROHNE,,,,2024-05-01,
DEK-00002503-01,VTR-00002503,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-11-01,
DEK-00002504-01,VTR-00002504,HAUPTDECKUNG,,20000000.0,0.0,fix,2016-06-01,2024-09-01
DEK-00002504-02,VTR-00002504,BAUSTEIN,BS-TIER-HUND,,,,2016-06-01,2024-09-01
DEK-00002505-01,VTR-00002505,HAUPTDECKUNG,,10000000.0,200.0,fix,2025-05-01,
DEK-00002506-01,VTR-00002506,HAUPTDECKUNG,,10000000.0,0.0,fix,2024-05-01,
DEK-00002506-02,VTR-00002506,BAUSTEIN,BS-KINDER,,,,2024-05-01,
DEK-00002507-01,VTR-00002507,HAUPTDECKUNG,,10000000.0,0.0,fix,2016-05-01,2019-10-01
DEK-00002508-01,VTR-00002508,HAUPTDECKUNG,,5000000.0,0.0,fix,2023-05-01,
DEK-00002509-01,VTR-00002509,HAUPTDECKUNG,,10000000.0,200.0,fix,2025-10-01,
DEK-00002510-01,VTR-00002510,HAUPTDECKUNG,,10000000.0,0.0,fix,2014-09-01,2018-04-01
DEK-00002511-01,VTR-00002511,HAUPTDECKUNG,,20000000.0,0.0,fix,2022-11-01,
DEK-00002511-02,VTR-00002511,BAUSTEIN,BS-KINDER,,,,2022-11-01,
DEK-00002512-01,VTR-00002512,HAUPTDECKUNG,,5000000.0,0.0,fix,2023-05-01,
DEK-00002512-02,VTR-00002512,BAUSTEIN,BS-KINDER,,,,2023-05-01,
DEK-00002513-01,VTR-00002513,HAUPTDECKUNG,,5000000.0,0.0,fix,2014-01-01,2022-11-01
DEK-00002514-01,VTR-00002514,HAUPTDECKUNG,,10000000.0,150.0,fix,2018-10-01,
DEK-00002514-02,VTR-00002514,BAUSTEIN,BS-KINDER,,,,2018-10-01,
DEK-00002515-01,VTR-00002515,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-12-01,
DEK-00002516-01,VTR-00002516,HAUPTDECKUNG,,20000000.0,0.0,fix,2024-07-01,
DEK-00002516-02,VTR-00002516,BAUSTEIN,BS-AUSFALL,,,,2024-07-01,
DEK-00002517-01,VTR-00002517,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-11-01,
DEK-00002518-01,VTR-00002518,HAUPTDECKUNG,,5000000.0,200.0,fix,2019-11-01,2024-10-01
DEK-00002518-02,VTR-00002518,BAUSTEIN,BS-TIER-HUND,,,,2019-11-01,2024-10-01
DEK-00002519-01,VTR-00002519,HAUPTDECKUNG,,10000000.0,0.0,fix,2022-08-01,
DEK-00002519-02,VTR-00002519,BAUSTEIN,BS-SCHLUESSEL,,,,2022-08-01,
DEK-00002519-03,VTR-00002519,BAUSTEIN,BS-KINDER,,,,2022-08-01,
DEK-00002520-01,VTR-00002520,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-05-01,
DEK-00002521-01,VTR-00002521,HAUPTDECKUNG,,10000000.0,0.0,fix,2020-05-01,
DEK-00002521-02,VTR-00002521,BAUSTEIN,BS-OELTANK,,,,2020-05-01,
DEK-00002521-03,VTR-00002521,BAUSTEIN,BS-GEBAEUDE,,,,2020-05-01,
DEK-00002521-04,VTR-00002521,BAUSTEIN,BS-AUSFALL,,,,2020-05-01,
DEK-00002522-01,VTR-00002522,HAUPTDECKUNG,,10000000.0,0.0,fix,2016-04-01,2017-04-01
DEK-00002522-02,VTR-00002522,BAUSTEIN,BS-GEBAEUDE,,,,2016-04-01,2017-04-01
DEK-00002523-01,VTR-00002523,HAUPTDECKUNG,,10000000.0,200.0,fix,2025-07-01,
DEK-00002524-01,VTR-00002524,HAUPTDECKUNG,,10000000.0,200.0,fix,2020-03-01,2023-02-01
DEK-00002525-01,VTR-00002525,HAUPTDECKUNG,,20000000.0,0.0,fix,2025-01-01,
DEK-00002525-02,VTR-00002525,BAUSTEIN,BS-TIER-HUND,,,,2025-01-01,
DEK-00002525-03,VTR-00002525,BAUSTEIN,BS-BAUHERR,,,,2025-01-01,
DEK-00002526-01,VTR-00002526,HAUPTDECKUNG,,5000000.0,0.0,fix,2024-11-01,
DEK-00002527-01,VTR-00002527,HAUPTDECKUNG,,5000000.0,0.0,fix,2021-12-01,2022-08-01
DEK-00002527-02,VTR-00002527,BAUSTEIN,BS-AUSFALL,,,,2021-12-01,2022-08-01
DEK-00002527-03,VTR-00002527,BAUSTEIN,BS-KINDER,,,,2021-12-01,2022-08-01
DEK-00002528-01,VTR-00002528,HAUPTDECKUNG,,10000000.0,0.0,fix,2021-07-01,
DEK-00002528-02,VTR-00002528,BAUSTEIN,BS-AUSFALL,,,,2021-07-01,
DEK-00002529-01,VTR-00002529,HAUPTDECKUNG,,10000000.0,0.0,fix,2014-01-01,2017-08-01
DEK-00002529-02,VTR-00002529,BAUSTEIN,BS-AUSFALL,,,,2014-01-01,2017-08-01
DEK-00002530-01,VTR-00002530,HAUPTDECKUNG,,5000000.0,200.0,fix,2014-06-01,
DEK-00002531-01,VTR-00002531,HAUPTDECKUNG,,5000000.0,200.0,fix,2015-07-01,
DEK-00002531-02,VTR-00002531,BAUSTEIN,BS-TIER-HUND,,,,2015-07-01,
DEK-00002532-01,VTR-00002532,HAUPTDECKUNG,,20000000.0,0.0,fix,2024-10-01,
DEK-00002533-01,VTR-00002533,HAUPTDECKUNG,,10000000.0,0.0,fix,2021-02-01,2023-05-01
DEK-00002534-01,VTR-00002534,HAUPTDECKUNG,,5000000.0,0.0,fix,2014-01-01,2016-02-01
DEK-00002534-02,VTR-00002534,BAUSTEIN,BS-AUSFALL,,,,2014-01-01,2016-02-01
DEK-00002535-01,VTR-00002535,HAUPTDECKUNG,,20000000.0,0.0,fix,2016-01-01,
DEK-00002536-01,VTR-00002536,HAUPTDECKUNG,,5000000.0,200.0,fix,2008-03-01,2018-02-01
DEK-00002537-01,VTR-00002537,HAUPTDECKUNG,,5000000.0,0.0,fix,2024-11-01,
DEK-00002538-01,VTR-00002538,HAUPTDECKUNG,,50000000.0,0.0,fix,2024-02-01,
DEK-00002538-02,VTR-00002538,BAUSTEIN,BS-AUSFALL,,,,2024-02-01,
DEK-00002538-03,VTR-00002538,BAUSTEIN,BS-KINDER,,,,2024-02-01,
DEK-00002539-01,VTR-00002539,HAUPTDECKUNG,,10000000.0,0.0,fix,2023-09-01,
DEK-00002539-02,VTR-00002539,BAUSTEIN,BS-AUSFALL,,,,2023-09-01,
DEK-00002540-01,VTR-00002540,HAUPTDECKUNG,,10000000.0,100.0,fix,2018-05-01,2020-09-01
DEK-00002541-01,VTR-00002541,HAUPTDECKUNG,,5000000.0,0.0,fix,2024-08-01,
DEK-00002541-02,VTR-00002541,BAUSTEIN,BS-AUSFALL,,,,2024-08-01,
DEK-00002542-01,VTR-00002542,HAUPTDECKUNG,,5000000.0,100.0,fix,2016-09-01,
DEK-00002542-02,VTR-00002542,BAUSTEIN,BS-BAUHERR,,,,2016-09-01,
DEK-00002542-03,VTR-00002542,BAUSTEIN,BS-GEBAEUDE,,,,2016-09-01,
DEK-00002543-01,VTR-00002543,HAUPTDECKUNG,,5000000.0,0.0,fix,2020-01-01,
DEK-00002544-01,VTR-00002544,HAUPTDECKUNG,,10000000.0,0.0,fix,2023-10-01,
DEK-00002544-02,VTR-00002544,BAUSTEIN,BS-GEBAEUDE,,,,2023-10-01,
DEK-00002544-03,VTR-00002544,BAUSTEIN,BS-SCHLUESSEL,,,,2023-10-01,
DEK-00002544-04,VTR-00002544,BAUSTEIN,BS-KINDER,,,,2023-10-01,
DEK-00002545-01,VTR-00002545,HAUPTDECKUNG,,5000000.0,100.0,fix,2020-05-01,
DEK-00002545-02,VTR-00002545,BAUSTEIN,BS-GEBAEUDE,,,,2020-05-01,
DEK-00002546-01,VTR-00002546,HAUPTDECKUNG,,5000000.0,200.0,fix,2015-04-01,2020-02-01
DEK-00002547-01,VTR-00002547,HAUPTDECKUNG,,10000000.0,0.0,fix,2021-05-01,2024-04-01
DEK-00002547-02,VTR-00002547,BAUSTEIN,BS-SCHLUESSEL,,,,2021-05-01,2024-04-01
DEK-00002548-01,VTR-00002548,HAUPTDECKUNG,,5000000.0,0.0,fix,2014-06-01,
DEK-00002548-02,VTR-00002548,BAUSTEIN,BS-SCHLUESSEL,,,,2014-06-01,
DEK-00002549-01,VTR-00002549,HAUPTDECKUNG,,10000000.0,150.0,fix,2015-01-01,2016-01-01
DEK-00002549-02,VTR-00002549,BAUSTEIN,BS-TIER-HUND,,,,2015-01-01,2016-01-01
DEK-00002549-03,VTR-00002549,BAUSTEIN,BS-SCHLUESSEL,,,,2015-01-01,2016-01-01
DEK-00002549-04,VTR-00002549,BAUSTEIN,BS-KINDER,,,,2015-01-01,2016-01-01
DEK-00002550-01,VTR-00002550,HAUPTDECKUNG,,5000000.0,0.0,fix,2023-10-01,2024-09-01
DEK-00002551-01,VTR-00002551,HAUPTDECKUNG,,10000000.0,200.0,fix,2018-06-01,2023-07-01
DEK-00002552-01,VTR-00002552,HAUPTDECKUNG,,10000000.0,200.0,fix,2025-04-01,
DEK-00002553-01,VTR-00002553,HAUPTDECKUNG,,20000000.0,0.0,fix,2025-05-01,
DEK-00002554-01,VTR-00002554,HAUPTDECKUNG,,50000000.0,150.0,fix,2025-04-01,
DEK-00002554-02,VTR-00002554,BAUSTEIN,BS-AUSFALL,,,,2025-04-01,
DEK-00002554-03,VTR-00002554,BAUSTEIN,BS-SCHLUESSEL,,,,2025-04-01,
DEK-00002555-01,VTR-00002555,HAUPTDECKUNG,,50000000.0,0.0,fix,2024-09-01,
DEK-00002555-02,VTR-00002555,BAUSTEIN,BS-KINDER,,,,2024-09-01,
DEK-00002556-01,VTR-00002556,HAUPTDECKUNG,,5000000.0,200.0,fix,2010-03-01,
DEK-00002556-02,VTR-00002556,BAUSTEIN,BS-TIER-HUND,,,,2010-03-01,
DEK-00002557-01,VTR-00002557,HAUPTDECKUNG,,5000000.0,200.0,fix,2019-11-01,
DEK-00002558-01,VTR-00002558,HAUPTDECKUNG,,10000000.0,0.0,fix,2022-11-01,2023-11-01
DEK-00002559-01,VTR-00002559,HAUPTDECKUNG,,5000000.0,500.0,fix,2025-07-01,
DEK-00002560-01,VTR-00002560,HAUPTDECKUNG,,5000000.0,200.0,fix,2012-11-01,2015-12-01
DEK-00002561-01,VTR-00002561,HAUPTDECKUNG,,10000000.0,200.0,fix,2014-07-01,
DEK-00002561-02,VTR-00002561,BAUSTEIN,BS-TIER-HUND,,,,2014-07-01,
DEK-00002562-01,VTR-00002562,HAUPTDECKUNG,,10000000.0,200.0,fix,2015-08-01,2020-04-01
DEK-00002562-02,VTR-00002562,BAUSTEIN,BS-TIER-HUND,,,,2015-08-01,2020-04-01
DEK-00002563-01,VTR-00002563,HAUPTDECKUNG,,20000000.0,0.0,fix,2023-06-01,
DEK-00002563-02,VTR-00002563,BAUSTEIN,BS-AUSFALL,,,,2023-06-01,
DEK-00002564-01,VTR-00002564,HAUPTDECKUNG,,5000000.0,0.0,fix,2014-06-01,2015-01-01
DEK-00002565-01,VTR-00002565,HAUPTDECKUNG,,20000000.0,0.0,fix,2025-07-01,
DEK-00002566-01,VTR-00002566,HAUPTDECKUNG,,20000000.0,0.0,fix,2021-03-01,
DEK-00002567-01,VTR-00002567,HAUPTDECKUNG,,10000000.0,200.0,fix,2025-08-01,
DEK-00002568-01,VTR-00002568,HAUPTDECKUNG,,5000000.0,0.0,fix,2020-05-01,
DEK-00002569-01,VTR-00002569,HAUPTDECKUNG,,3000000.0,150.0,fix,2009-05-01,2024-03-01
DEK-00002570-01,VTR-00002570,HAUPTDECKUNG,,5000000.0,0.0,fix,2025-08-01,
DEK-00002570-02,VTR-00002570,BAUSTEIN,BS-KINDER,,,,2025-08-01,
DEK-00002571-01,VTR-00002571,HAUPTDECKUNG,,10000000.0,200.0,fix,2018-01-01,2023-06-01
DEK-00002572-01,VTR-00002572,HAUPTDECKUNG,,5000000.0,500.0,fix,2025-08-01,
DEK-00002573-01,VTR-00002573,HAUPTDECKUNG,,5000000.0,0.0,fix,2025-09-01,
DEK-00002574-01,VTR-00002574,HAUPTDECKUNG,,50000000.0,0.0,fix,2024-09-01,
DEK-00002575-01,VTR-00002575,HAUPTDECKUNG,,5000000.0,500.0,fix,2020-01-01,
DEK-00002575-02,VTR-00002575,BAUSTEIN,BS-TIER-HUND,,,,2020-01-01,
DEK-00002576-01,VTR-00002576,HAUPTDECKUNG,,10000000.0,200.0,fix,2025-08-01,
DEK-00002576-02,VTR-00002576,BAUSTEIN,BS-GEBAEUDE,,,,2025-08-01,
DEK-00002577-01,VTR-00002577,HAUPTDECKUNG,,20000000.0,0.0,fix,2017-08-01,2023-04-01
DEK-00002577-02,VTR-00002577,BAUSTEIN,BS-AUSFALL,,,,2017-08-01,2023-04-01
DEK-00002578-01,VTR-00002578,HAUPTDECKUNG,,10000000.0,0.0,fix,2018-05-01,
DEK-00002579-01,VTR-00002579,HAUPTDECKUNG,,10000000.0,0.0,fix,2025-07-01,
DEK-00002579-02,VTR-00002579,BAUSTEIN,BS-AUSFALL,,,,2025-07-01,
DEK-00002580-01,VTR-00002580,HAUPTDECKUNG,,5000000.0,0.0,fix,2025-08-01,
DEK-00002580-02,VTR-00002580,BAUSTEIN,BS-AUSFALL,,,,2025-08-01,
DEK-00002581-01,VTR-00002581,HAUPTDECKUNG,,50000000.0,0.0,fix,2024-12-01,
DEK-00002581-02,VTR-00002581,BAUSTEIN,BS-GEBAEUDE,,,,2024-12-01,
DEK-00002581-03,VTR-00002581,BAUSTEIN,BS-SCHLUESSEL,,,,2024-12-01,
DEK-00002582-01,VTR-00002582,HAUPTDECKUNG,,5000000.0,0.0,fix,2009-02-01,2012-10-01
DEK-00002583-01,VTR-00002583,HAUPTDECKUNG,,5000000.0,500.0,fix,2025-04-01,
DEK-00002584-01,VTR-00002584,HAUPTDECKUNG,,10000000.0,0.0,fix,2025-04-01,
DEK-00002584-02,VTR-00002584,BAUSTEIN,BS-GEBAEUDE,,,,2025-04-01,
DEK-00002584-03,VTR-00002584,BAUSTEIN,BS-AUSFALL,,,,2025-04-01,
DEK-00002584-04,VTR-00002584,BAUSTEIN,BS-KINDER,,,,2025-04-01,
DEK-00002585-01,VTR-00002585,HAUPTDECKUNG,,10000000.0,200.0,fix,2025-04-01,
DEK-00002586-01,VTR-00002586,HAUPTDECKUNG,,5000000.0,200.0,fix,2014-08-01,2018-09-01
DEK-00002586-02,VTR-00002586,BAUSTEIN,BS-GEBAEUDE,,,,2014-08-01,2018-09-01
DEK-00002587-01,VTR-00002587,HAUPTDECKUNG,,5000000.0,100.0,fix,2007-07-01,
DEK-00002588-01,VTR-00002588,HAUPTDECKUNG,,50000000.0,0.0,fix,2022-10-01,2023-05-01
DEK-00002588-02,VTR-00002588,BAUSTEIN,BS-AUSFALL,,,,2022-10-01,2023-05-01
DEK-00002589-01,VTR-00002589,HAUPTDECKUNG,,5000000.0,200.0,fix,2014-10-01,2015-07-01
DEK-00002590-01,VTR-00002590,HAUPTDECKUNG,,50000000.0,0.0,fix,2024-11-01,
DEK-00002590-02,VTR-00002590,BAUSTEIN,BS-KINDER,,,,2024-11-01,
DEK-00002591-01,VTR-00002591,HAUPTDECKUNG,,10000000.0,0.0,fix,2018-12-01,2024-06-01
DEK-00002592-01,VTR-00002592,HAUPTDECKUNG,,10000000.0,0.0,fix,2025-07-01,
DEK-00002592-02,VTR-00002592,BAUSTEIN,BS-GEBAEUDE,,,,2025-07-01,
DEK-00002593-01,VTR-00002593,HAUPTDECKUNG,,5000000.0,0.0,fix,2012-12-01,
DEK-00002593-02,VTR-00002593,BAUSTEIN,BS-TIER-HUND,,,,2012-12-01,
DEK-00002594-01,VTR-00002594,HAUPTDECKUNG,,5000000.0,200.0,fix,2013-05-01,
DEK-00002595-01,VTR-00002595,HAUPTDECKUNG,,5000000.0,0.0,fix,2022-07-01,
DEK-00002596-01,VTR-00002596,HAUPTDECKUNG,,50000000.0,0.0,fix,2023-09-01,
DEK-00002596-02,VTR-00002596,BAUSTEIN,BS-TIER-HUND,,,,2023-09-01,
DEK-00002596-03,VTR-00002596,BAUSTEIN,BS-KINDER,,,,2023-09-01,
DEK-00002597-01,VTR-00002597,HAUPTDECKUNG,,5000000.0,200.0,fix,2013-12-01,2021-03-01
DEK-00002598-01,VTR-00002598,HAUPTDECKUNG,,5000000.0,500.0,fix,2020-04-01,
DEK-00002599-01,VTR-00002599,HAUPTDECKUNG,,5000000.0,200.0,fix,2012-10-01,2013-05-01
DEK-00002600-01,VTR-00002600,HAUPTDECKUNG,,10000000.0,0.0,fix,2022-07-01,2024-03-01
DEK-00002600-02,VTR-00002600,BAUSTEIN,BS-SCHLUESSEL,,,,2022-07-01,2024-03-01
DEK-00002600-03,VTR-00002600,BAUSTEIN,BS-KINDER,,,,2022-07-01,2024-03-01
DEK-00002601-01,VTR-00002601,HAUPTDECKUNG,,5000000.0,0.0,fix,2015-02-01,
DEK-00002601-02,VTR-00002601,BAUSTEIN,BS-TIER-HUND,,,,2015-02-01,
DEK-00002601-03,VTR-00002601,BAUSTEIN,BS-AUSFALL,,,,2015-02-01,
DEK-00002602-01,VTR-00002602,HAUPTDECKUNG,,20000000.0,0.0,fix,2019-04-01,2020-05-01
DEK-00002602-02,VTR-00002602,BAUSTEIN,BS-AUSFALL,,,,2019-04-01,2020-05-01
DEK-00002603-01,VTR-00002603,HAUPTDECKUNG,,5000000.0,0.0,fix,2019-03-01,2024-10-01
DEK-00002604-01,VTR-00002604,HAUPTDECKUNG,,10000000.0,100.0,fix,2020-03-01,
DEK-00002604-02,VTR-00002604,BAUSTEIN,BS-GEBAEUDE,,,,2020-03-01,
DEK-00002605-01,VTR-00002605,HAUPTDECKUNG,,20000000.0,0.0,fix,2015-01-01,2022-01-01
DEK-00002606-01,VTR-00002606,HAUPTDECKUNG,,5000000.0,150.0,fix,2025-07-01,
DEK-00002607-01,VTR-00002607,HAUPTDECKUNG,,5000000.0,0.0,fix,2014-08-01,2019-03-01
